dt,sku_id,comments,good_comments,bad_comments
2018-03-17,82843,8,7,0
2018-03-24,82843,3,3,0
2018-03-02,82843,4,4,0
2018-03-10,82843,3,3,0
2018-04-03,82843,12,11,1
2018-03-29,82843,12,12,0
2018-03-03,260784,1,1,0
2018-03-09,260784,1,1,0
2018-03-16,187086,1,1,0
2018-04-10,187086,1,1,0
2018-02-05,167349,1,1,0
2018-02-21,113203,1,1,0
2018-03-13,113203,1,1,0
2018-02-02,113203,1,1,0
2018-03-25,230171,1,1,0
2018-03-14,230171,3,3,0
2018-04-04,230171,2,2,0
2018-04-08,230171,3,3,0
2018-04-03,230171,4,4,0
2018-03-18,230171,2,1,0
2018-03-08,230171,4,4,0
2018-02-21,230171,1,1,0
2018-04-02,230171,8,8,0
2018-03-11,230171,2,1,0
2018-04-10,230171,3,3,0
2018-03-05,230171,13,13,0
2018-03-22,230171,7,7,0
2018-03-28,230171,1,1,0
2018-03-16,230171,1,1,0
2018-03-12,230171,3,3,0
2018-03-29,230171,3,3,0
2018-03-26,230171,3,3,0
2018-02-08,230171,1,1,0
2018-02-12,230171,1,1,0
2018-03-17,230171,2,2,0
2018-02-10,230171,3,3,0
2018-03-15,230171,3,3,0
2018-02-11,230171,1,1,0
2018-02-17,230171,1,1,0
2018-04-11,230171,4,4,0
2018-02-09,230171,1,1,0
2018-03-30,230171,4,4,0
2018-02-04,230171,4,4,0
2018-03-10,230171,6,6,0
2018-03-19,230171,1,0,1
2018-03-07,230171,9,9,0
2018-02-18,230171,1,1,0
2018-04-01,230171,5,5,0
2018-02-01,230171,1,1,0
2018-04-14,230171,2,2,0
2018-02-05,230171,2,2,0
2018-03-31,230171,6,6,0
2018-03-09,230171,8,8,0
2018-02-22,230171,2,2,0
2018-03-20,230171,2,2,0
2018-04-07,230171,1,1,0
2018-03-23,230171,3,3,0
2018-03-24,230171,2,2,0
2018-02-03,230171,2,2,0
2018-03-04,230171,3,3,0
2018-02-25,230171,1,1,0
2018-04-06,230171,1,1,0
2018-03-06,230171,11,11,0
2018-02-02,230171,4,4,0
2018-02-24,118463,1,1,0
2018-02-20,118463,1,1,0
2018-03-09,118463,1,1,0
2018-04-10,118463,1,1,0
2018-03-03,118463,1,1,0
2018-03-18,139106,1,1,0
2018-03-16,139106,3,3,0
2018-03-25,139106,1,0,0
2018-04-13,139106,1,1,0
2018-03-17,139106,4,4,0
2018-03-08,139106,2,2,0
2018-02-21,139106,1,1,0
2018-02-01,139106,2,2,0
2018-04-14,139106,1,1,0
2018-02-28,139106,3,3,0
2018-04-11,139106,1,1,0
2018-02-20,139106,3,3,0
2018-03-07,139106,3,3,0
2018-02-11,139106,2,2,0
2018-04-03,139106,3,3,0
2018-04-15,139106,1,1,0
2018-02-02,139106,5,5,0
2018-03-10,139106,5,5,0
2018-03-01,139106,3,3,0
2018-03-13,139106,2,2,0
2018-02-13,139106,3,3,0
2018-02-14,139106,1,1,0
2018-02-08,139106,5,5,0
2018-02-06,139106,5,4,0
2018-03-11,139106,1,1,0
2018-02-25,139106,2,2,0
2018-02-27,139106,2,2,0
2018-04-10,139106,4,4,0
2018-02-09,139106,5,5,0
2018-03-12,139106,1,1,0
2018-04-12,139106,2,2,0
2018-02-03,139106,5,5,0
2018-02-26,139106,2,2,0
2018-02-05,139106,1,1,0
2018-03-31,139106,2,2,0
2018-03-19,139106,1,1,0
2018-03-28,139106,1,1,0
2018-03-27,139106,3,3,0
2018-02-19,139106,1,1,0
2018-04-02,139106,4,4,0
2018-04-05,139106,2,2,0
2018-03-14,139106,4,4,0
2018-03-02,139106,5,5,0
2018-03-24,139106,1,1,0
2018-03-23,139106,2,2,0
2018-04-07,139106,2,2,0
2018-03-20,139106,5,5,0
2018-03-09,139106,2,2,0
2018-02-22,139106,2,2,0
2018-04-06,139106,2,2,0
2018-02-12,139106,2,2,0
2018-03-06,139106,1,1,0
2018-04-01,139106,1,1,0
2018-02-18,139106,1,1,0
2018-03-21,139106,1,1,0
2018-04-08,139106,2,2,0
2018-02-04,139106,6,6,0
2018-03-30,139106,3,3,0
2018-03-05,139106,6,6,0
2018-04-04,139106,3,3,0
2018-02-10,139106,2,2,0
2018-03-03,139106,1,1,0
2018-02-23,139106,2,2,0
2018-03-22,139106,6,6,0
2018-02-23,266767,1,1,0
2018-03-25,339649,1,1,0
2018-02-25,339649,2,2,0
2018-02-14,339649,2,2,0
2018-02-12,339649,7,7,0
2018-02-01,339649,6,6,0
2018-04-04,339649,1,1,0
2018-04-12,339649,1,0,0
2018-02-16,339649,1,1,0
2018-02-13,339649,5,5,0
2018-03-03,339649,1,1,0
2018-03-27,339649,1,1,0
2018-03-10,339649,1,1,0
2018-02-11,339649,1,1,0
2018-03-23,339649,2,2,0
2018-04-01,339649,1,1,0
2018-03-04,339649,2,2,0
2018-03-12,339649,1,1,0
2018-02-03,339649,4,4,0
2018-02-02,339649,4,4,0
2018-04-15,339649,1,1,0
2018-03-14,339649,3,3,0
2018-02-09,339649,8,8,0
2018-02-08,339649,5,4,1
2018-02-04,339649,6,5,0
2018-03-30,339649,1,1,0
2018-04-07,339649,1,1,0
2018-02-05,339649,5,5,0
2018-02-26,339649,2,2,0
2018-03-24,339649,1,1,0
2018-02-07,339649,5,5,0
2018-03-28,339649,2,2,0
2018-04-09,339649,3,3,0
2018-02-22,339649,3,3,0
2018-03-19,339649,2,2,0
2018-03-15,339649,1,1,0
2018-03-16,339649,2,1,0
2018-03-07,339649,2,1,1
2018-02-20,339649,1,1,0
2018-03-02,339649,1,0,1
2018-03-06,339649,2,2,0
2018-04-03,339649,2,2,0
2018-03-01,339649,1,1,0
2018-02-15,339649,2,2,0
2018-02-24,339649,2,1,1
2018-02-10,339649,4,4,0
2018-03-26,339649,1,1,0
2018-02-27,339649,3,3,0
2018-02-23,339649,3,3,0
2018-02-17,339649,1,1,0
2018-02-06,339649,6,6,0
2018-03-21,339649,2,2,0
2018-03-08,339649,1,1,0
2018-02-21,339649,1,1,0
2018-03-11,339649,1,1,0
2018-04-02,339649,3,3,0
2018-02-19,339649,2,2,0
2018-03-17,339649,1,1,0
2018-02-28,339649,1,1,0
2018-04-11,339649,1,1,0
2018-03-18,339649,1,1,0
2018-04-06,300147,1,1,0
2018-03-27,300147,3,3,0
2018-03-15,300147,2,2,0
2018-03-21,300147,1,1,0
2018-04-08,300147,2,2,0
2018-02-13,300147,2,2,0
2018-03-29,300147,3,3,0
2018-04-11,300147,2,2,0
2018-02-28,300147,2,2,0
2018-03-02,300147,1,1,0
2018-02-26,300147,1,1,0
2018-02-10,300147,1,1,0
2018-03-28,300147,1,1,0
2018-03-25,300147,1,1,0
2018-02-01,300147,1,1,0
2018-04-14,300147,3,3,0
2018-03-12,300147,1,1,0
2018-04-05,300147,4,4,0
2018-02-19,300147,1,1,0
2018-04-02,300147,3,3,0
2018-02-05,300147,1,1,0
2018-03-31,300147,2,2,0
2018-02-09,300147,1,1,0
2018-03-05,300147,1,1,0
2018-03-30,300147,5,5,0
2018-02-04,300147,1,1,0
2018-03-03,300147,1,1,0
2018-04-10,300147,1,1,0
2018-03-10,300147,3,3,0
2018-03-26,300147,2,2,0
2018-03-19,300147,1,1,0
2018-04-12,300147,2,2,0
2018-03-09,300147,1,1,0
2018-02-11,300147,1,1,0
2018-04-13,300147,1,1,0
2018-04-15,300147,1,1,0
2018-03-18,300147,2,2,0
2018-02-14,300147,1,1,0
2018-02-24,300147,1,1,0
2018-03-06,300147,1,1,0
2018-02-15,300147,1,1,0
2018-03-17,300147,1,1,0
2018-03-14,300147,2,2,0
2018-04-03,300147,2,2,0
2018-02-07,300147,1,1,0
2018-03-23,300147,1,1,0
2018-04-01,300147,5,5,0
2018-03-11,300147,4,4,0
2018-03-24,300147,3,3,0
2018-04-04,300147,4,4,0
2018-02-08,300147,1,1,0
2018-04-07,300147,2,2,0
2018-03-13,300147,2,1,0
2018-02-04,210396,1,1,0
2018-02-24,210396,1,1,0
2018-03-30,172772,1,1,0
2018-03-02,172772,1,1,0
2018-02-22,172772,1,0,1
2018-02-26,51765,1,1,0
2018-02-10,51765,1,1,0
2018-03-12,51765,1,1,0
2018-02-10,130089,1,1,0
2018-02-09,130089,1,1,0
2018-03-19,130089,1,1,0
2018-03-15,130089,1,1,0
2018-02-01,130089,1,1,0
2018-03-06,130089,1,1,0
2018-03-31,219007,1,1,0
2018-03-02,219007,1,1,0
2018-02-05,219007,2,2,0
2018-02-06,219007,1,1,0
2018-04-15,219007,1,1,0
2018-02-19,219007,1,1,0
2018-03-15,219007,1,1,0
2018-03-20,219007,2,2,0
2018-03-11,219007,1,1,0
2018-03-17,219007,1,1,0
2018-04-06,49603,2,2,0
2018-03-14,49603,5,5,0
2018-03-17,49603,1,1,0
2018-03-13,49603,6,5,1
2018-02-23,49603,4,4,0
2018-02-04,49603,5,4,0
2018-03-30,49603,3,3,0
2018-03-06,49603,4,4,0
2018-03-02,49603,3,3,0
2018-04-14,49603,2,2,0
2018-02-01,49603,1,1,0
2018-04-11,49603,2,2,0
