sku_id,brand,shop_id,cate,market_time
334703,6302,9234,79,2015-03-11 16:28:59.0
158463,6302,9234,79,2015-02-05 15:13:40.0
3949,6302,9234,79,2015-03-04 15:02:35.0
58698,6302,9234,79,2015-11-03 15:28:30.0
260217,6302,9234,79,2015-11-03 15:28:30.0
100738,6302,9234,79,2015-11-03 15:28:30.0
253907,6302,9234,79,2015-02-05 15:13:40.0
221901,6302,9234,79,2015-03-04 15:11:10.0
158859,6302,9234,79,2015-03-04 15:02:35.0
101133,6302,9234,79,2015-11-03 15:28:30.0
154904,6302,9234,79,2015-03-04 15:11:10.0
73390,6302,9234,79,2015-03-04 15:02:35.0
321958,6302,9234,79,2015-03-04 15:02:35.0
111811,6302,9234,79,2015-03-04 17:43:51.0
179673,6302,9234,79,2015-03-04 15:02:35.0
351672,6302,9665,79,2015-01-20 17:48:29.0
347508,6302,9665,79,2015-01-20 17:48:29.0
184668,6302,3369,79,2016-10-07 21:24:36.0
291940,6302,3369,79,2016-10-01 20:31:56.0
353248,6302,3369,79,2016-10-06 11:03:57.0
4289,2698,10252,79,2016-09-11 15:00:22.0
375215,10435,6436,79,2018-02-13 12:58:32.0
278923,6302,1607,79,2016-07-19 13:52:19.0
39750,10435,2466,79,2016-09-14 17:26:07.0
264108,10435,2466,79,2016-09-14 17:26:07.0
306993,6302,1607,79,2016-07-19 13:52:19.0
244777,2698,10252,79,2016-09-11 15:00:22.0
176866,10435,2466,79,2016-09-14 17:26:07.0
99218,10435,2466,79,2016-09-14 17:26:07.0
66333,2698,10252,79,2016-09-11 15:00:22.0
35166,2698,10252,79,2016-09-11 15:00:22.0
94483,4361,5896,79,2018-04-10 10:41:59.0
158771,10435,2466,79,2016-09-14 17:26:07.0
327305,10435,3390,79,2016-07-06 18:09:10.0
46858,10435,8208,79,2017-02-09 21:28:32.0
179135,10435,8208,79,2017-02-10 15:16:36.0
236517,10435,8208,79,2017-02-09 21:28:32.0
6255,10435,8208,79,2017-02-10 15:16:36.0
17662,10435,7950,79,2016-06-22 23:29:17.0
211265,10435,3394,79,2017-03-24 11:49:14.0
600,10435,7950,79,2016-06-22 23:29:17.0
9073,6302,9688,79,2015-06-12 15:04:03.0
240738,6302,3170,79,2015-04-22 01:10:20.0
63238,10435,7950,79,2016-06-13 13:30:40.0
51011,10435,7950,79,2016-06-13 13:30:40.0
92197,10179,216,79,2017-06-09 16:17:23.0
279834,10435,8856,79,2017-06-05 10:26:29.0
52293,10435,8330,79,2016-03-11 09:28:23.0
93232,6302,3170,79,2015-04-22 01:10:20.0
90138,6302,3170,79,2015-04-22 01:10:20.0
304770,6302,2375,79,2018-03-15 11:46:39.0
97528,10435,8330,79,2016-03-11 09:28:23.0
298895,10435,8330,79,2016-03-11 09:28:23.0
153349,10435,8330,79,2016-03-11 09:28:23.0
376408,10435,8330,79,2016-03-11 09:28:23.0
66721,10435,8330,79,2016-03-11 09:28:23.0
189051,7362,4249,79,2017-12-26 16:17:28.0
48018,10435,8330,79,2016-03-11 09:28:23.0
188020,10435,8330,79,2016-03-11 09:28:23.0
202379,10435,8330,79,2016-03-11 09:28:23.0
367864,8675,74,79,2016-11-24 14:31:43.0
28798,8675,6001,79,2016-12-01 16:22:43.0
51060,8675,7057,79,2016-03-28 17:53:17.0
49225,8675,10093,79,2017-04-20 14:43:20.0
31785,8675,6001,79,2016-12-01 16:22:43.0
355861,8675,4259,79,2016-02-16 17:07:18.0
57374,7477,9547,79,2017-12-12 10:50:44.0
224242,8675,6001,79,2016-12-01 16:22:43.0
271724,8675,769,79,2016-08-12 14:38:08.0
20046,8675,6001,79,2016-12-01 16:22:43.0
158441,8675,9508,79,2017-03-15 16:23:56.0
259922,8675,6001,79,2016-12-01 16:22:43.0
276953,8675,6001,79,2016-12-01 16:22:43.0
367167,109,1857,79,2016-08-04 05:02:52.0
207933,2001,5338,79,2016-01-11 19:51:27.0
192901,2001,6269,79,2016-11-22 20:26:20.0
182351,2001,5338,79,2016-01-11 19:51:27.0
63126,2001,5338,79,2016-01-11 19:51:27.0
25560,2001,5338,79,2016-01-11 19:51:27.0
60551,2001,5266,79,2017-11-29 15:21:32.0
335777,2001,5266,79,2017-11-29 15:21:32.0
39367,2001,6269,79,2016-11-22 20:26:20.0
53350,2001,6269,79,2016-11-22 20:26:20.0
294480,2001,7905,79,2016-12-12 21:55:38.0
370873,2001,7905,79,2016-12-12 21:55:38.0
65682,2001,7905,79,2016-12-12 21:55:38.0
352067,2001,1452,79,2018-02-26 14:16:33.0
278678,2001,1352,79,2017-08-31 11:13:35.0
233880,2001,5338,79,2016-01-11 19:51:27.0
362579,2001,1352,79,2017-08-31 11:13:35.0
248573,2001,1352,79,2017-08-31 11:13:35.0
183574,2001,5338,79,2016-01-11 19:51:27.0
9417,2001,7905,79,2016-12-12 21:55:38.0
168454,2001,7905,79,2016-12-12 21:55:38.0
167761,2001,5330,79,2012-11-08 10:15:30.0
194240,2001,1352,79,2016-12-23 11:26:45.0
175701,2001,1352,79,2016-12-23 11:26:45.0
53646,2001,9445,79,2012-11-08 10:14:29.0
354161,2001,1352,79,2016-12-23 11:26:45.0
126879,2001,7905,79,2016-12-12 21:55:38.0
298642,2001,1352,79,2016-12-23 11:26:45.0
272010,2001,1352,79,2016-12-23 11:26:45.0
218172,2001,1352,79,2016-12-23 11:26:45.0
18194,2001,1352,79,2016-12-23 11:26:45.0
296235,2001,5338,79,2016-01-11 19:51:27.0
140872,2001,7905,79,2016-12-12 21:55:38.0
139242,2001,6269,79,2016-11-22 20:26:20.0
371500,2001,1352,79,2016-12-23 11:26:45.0
88383,2001,5266,79,2017-11-29 15:21:32.0
67357,2001,5266,79,2017-11-29 15:21:32.0
36623,2001,6269,79,2016-11-22 20:26:20.0
83701,2001,6269,79,2016-11-22 20:26:20.0
264238,2001,2816,79,2017-04-28 15:51:47.0
293174,2001,2816,79,2017-04-28 15:51:47.0
27538,2001,2816,79,2017-04-28 15:51:47.0
371468,2001,2816,79,2017-04-28 15:51:47.0
331170,2001,2816,79,2017-04-28 15:51:47.0
259924,2001,2816,79,2017-04-28 15:51:47.0
329671,2001,2816,79,2017-04-28 15:51:47.0
187552,2001,6269,79,2016-11-22 20:26:20.0
44525,2001,1352,79,2016-12-23 11:26:45.0
24090,7387,2022,79,2016-06-02 15:20:01.0
20258,7387,2022,79,2016-06-02 15:20:01.0
58399,7387,2022,79,2016-06-02 15:20:01.0
174466,7387,2022,79,2016-06-02 15:20:01.0
124173,7387,2022,79,2016-06-02 15:20:01.0
228190,7387,2022,79,2016-06-02 15:20:01.0
278390,7387,2022,79,2016-06-02 15:20:01.0
314695,3095,10139,79,2017-04-02 16:27:18.0
94723,3095,10139,79,2017-04-02 16:27:18.0
243098,109,1857,79,2016-08-04 05:02:52.0
75690,4165,1607,79,2016-12-19 09:48:43.0
39417,3751,7783,79,2017-12-28 14:59:41.0
302044,3751,10395,79,2017-03-23 17:00:36.0
336283,3751,10395,79,2017-03-23 16:55:55.0
186669,3751,7783,79,2017-12-29 11:17:37.0
356126,3751,7783,79,2017-12-28 14:59:41.0
367479,3751,7783,79,2017-12-28 14:59:41.0
165116,3751,7783,79,2017-12-29 11:17:37.0
70289,7477,6436,79,2017-09-21 21:45:08.0
244086,8368,871,79,2017-07-21 18:33:42.0
376331,7342,9547,79,2016-08-14 00:06:59.0
245504,7477,10220,79,2017-10-27 15:59:42.0
40488,2698,10252,79,2016-09-11 15:00:22.0
30147,6302,2375,79,2018-03-15 11:46:39.0
210700,6302,2375,79,2018-03-15 11:46:39.0
48957,2698,10252,79,2016-09-11 15:00:22.0
245014,6302,79,79,2017-03-29 01:02:58.0
86514,3751,7783,79,2017-12-28 14:59:41.0
247733,6302,79,79,2017-03-29 01:02:58.0
362186,2698,10252,79,2016-09-11 15:00:22.0
155083,3751,7783,79,2017-12-28 15:25:22.0
175049,6302,79,79,2017-03-29 01:02:58.0
35269,3751,7783,79,2017-12-28 15:25:22.0
120842,3751,10395,79,2017-12-06 14:30:33.0
58192,5762,6826,79,2017-12-19 14:34:19.0
173332,3751,7783,79,2018-03-05 16:46:18.0
150921,3751,7783,79,2017-12-29 15:19:04.0
86345,3751,1448,79,2016-09-22 11:14:19.0
234283,2698,10252,79,2016-09-11 15:00:22.0
332551,7342,1936,79,2015-08-29 11:31:06.0
309467,2698,6161,79,2017-03-22 14:38:53.0
145753,3751,7783,79,2018-01-04 15:14:34.0
151749,6302,463,79,2015-05-18 17:25:29.0
30781,6302,463,79,2015-05-18 17:25:29.0
117117,2698,10252,79,2016-09-11 15:00:22.0
40639,6302,463,79,2015-05-18 17:25:29.0
102673,3751,7783,79,2018-03-05 16:46:18.0
117861,4736,5330,79,2018-03-05 09:45:01.0
310292,4736,8183,79,2017-04-25 19:23:23.0
21532,4736,318,79,2018-03-05 09:36:41.0
230271,6751,3470,79,2016-08-24 11:06:54.0
198909,6751,3470,79,2016-08-24 11:06:54.0
182582,4736,5330,79,2018-03-05 09:46:54.0
175569,4781,6104,79,2018-04-07 10:39:21.0
353425,2698,4903,79,2017-06-01 23:21:37.0
159897,8368,871,79,2017-07-21 18:33:42.0
340850,4251,128,79,2016-09-26 10:55:55.0
130119,3786,7575,79,2016-01-29 14:22:39.0
372585,4251,128,79,2016-12-22 17:06:06.0
61870,3786,7575,79,2016-01-29 14:22:39.0
113922,4736,5330,79,2017-06-29 18:23:48.0
119375,1837,7368,79,2016-03-11 14:38:41.0
140028,7878,4385,79,2016-07-06 18:48:41.0
67966,1159,4385,79,2014-12-30 15:17:04.0
137604,10216,6186,79,2016-11-20 03:42:19.0
215591,10216,6186,79,2016-11-20 03:42:19.0
299642,2698,10252,79,2016-09-11 15:00:22.0
329605,10216,6186,79,2016-11-20 03:42:19.0
94789,10216,6186,79,2016-11-20 03:42:19.0
306228,10216,6186,79,2016-11-20 03:42:19.0
97701,6915,5330,79,2017-07-19 17:58:08.0
271244,6915,1228,79,2016-10-12 14:53:44.0
329575,6302,3367,79,2013-11-29 15:14:00.0
3377,7607,9508,79,2016-09-21 19:03:13.0
216399,6302,463,79,2015-05-18 17:25:29.0
2023,6302,6729,79,2016-07-11 10:45:27.0
167977,7607,9508,79,2015-06-03 12:47:40.0
135908,6302,6729,79,2016-07-11 10:45:27.0
78696,4165,432,79,2017-04-24 16:15:01.0
26042,8080,8090,79,2014-04-28 15:32:26.0
155265,8080,8090,79,2012-05-11 17:21:34.0
355276,2117,1706,79,2015-05-26 17:10:38.0
120606,1007,6826,79,2016-07-08 11:09:43.0
69784,1007,6826,79,2016-07-08 11:09:43.0
301073,8080,8090,79,2014-04-30 15:48:20.0
168672,1007,6826,79,2016-07-08 11:09:43.0
35779,1007,6826,79,2016-05-30 17:49:58.0
48320,8080,8090,79,2018-01-15 15:57:40.0
274812,1007,6826,79,2016-05-30 17:49:58.0
176149,1007,6826,79,2016-07-08 11:09:43.0
114590,1007,6826,79,2016-11-05 17:24:38.0
193234,1007,6826,79,2016-05-30 17:49:58.0
12298,6203,10055,79,2017-01-04 09:05:59.0
154773,6302,6115,79,2016-04-20 09:30:04.0
104521,1007,6826,79,2016-11-05 17:24:38.0
43913,1007,2441,79,2017-12-27 15:10:31.0
280568,1007,3638,79,2015-06-23 16:02:28.0
11962,6302,6115,79,2017-12-20 17:40:29.0
225100,1007,3638,79,2015-05-29 11:09:57.0
180684,1007,3638,79,2015-05-29 11:09:57.0
54034,11168,9515,79,2018-01-15 22:49:18.0
38121,5573,2834,79,2017-04-03 17:04:07.0
168745,5573,2589,79,2015-07-08 10:49:02.0
254208,5573,1473,79,2018-01-24 16:11:48.0
200276,5573,1473,79,2018-01-24 16:11:48.0
156387,6302,6115,79,2016-07-19 16:05:21.0
108434,6302,6115,79,2016-07-19 16:05:21.0
281620,1007,3638,79,2015-04-23 13:30:26.0
68852,6302,6115,79,2017-12-20 17:40:29.0
173845,6302,6115,79,2016-04-20 09:30:04.0
153356,8080,8090,79,2018-01-15 16:21:00.0
16297,1007,3638,79,2015-04-23 13:30:26.0
49558,1007,3638,79,2015-04-23 13:30:26.0
181294,1007,3638,79,2015-04-23 13:30:26.0
90036,1007,3638,79,2015-04-14 13:14:08.0
19278,1007,7538,79,2015-11-17 23:00:12.0
48785,1007,650,79,2016-01-21 14:43:29.0
118950,6302,6115,79,2016-04-20 09:30:04.0
130746,1007,650,79,2016-01-21 14:43:29.0
40207,1007,650,79,2016-01-21 14:43:29.0
219319,9298,6187,79,2016-08-28 13:52:39.0
150165,6302,6115,79,2017-12-20 17:40:29.0
321766,9298,6187,79,2016-08-28 13:52:39.0
98636,9298,6187,79,2016-08-28 13:52:39.0
150279,6302,6115,79,2017-12-20 17:40:29.0
236736,1007,650,79,2016-01-21 14:43:29.0
136978,6302,6115,79,2017-12-20 17:40:29.0
328099,6302,8423,79,2016-03-29 15:14:21.0
81207,1007,650,79,2016-01-21 14:43:29.0
363683,2698,6161,79,2017-03-22 14:38:53.0
305148,1007,650,79,2016-01-21 17:16:31.0
221222,1007,650,79,2016-01-21 16:43:32.0
150237,6302,4439,79,2016-06-16 15:00:31.0
114983,1007,2441,79,2017-12-27 15:10:31.0
102619,10511,7707,79,2017-05-03 16:32:57.0
180017,10511,7707,79,2017-05-03 16:32:57.0
124540,10511,7707,79,2017-05-03 16:32:57.0
165607,10511,7707,79,2017-05-03 16:32:57.0
9201,10511,5506,79,2015-11-23 16:38:34.0
368985,10511,5506,79,2015-11-23 16:38:34.0
170414,10511,5506,79,2015-11-23 16:38:34.0
191943,5462,1445,79,2017-10-24 14:31:11.0
326529,6302,2238,79,2017-03-16 20:56:24.0
240515,10511,5506,79,2015-11-23 16:38:34.0
246453,10511,5506,79,2015-11-23 16:38:34.0
281033,6302,9688,79,2015-07-09 16:58:10.0
192048,6302,9688,79,2015-07-09 16:58:10.0
83281,10511,5506,79,2015-11-23 16:38:34.0
92880,6302,9688,79,2015-07-09 16:58:10.0
283346,10511,2375,79,2017-04-19 10:01:32.0
268448,10511,2375,79,2017-04-19 10:01:32.0
336954,6302,9688,79,2015-07-09 16:58:10.0
160941,10511,2375,79,2017-04-19 10:01:32.0
101769,10511,2375,79,2017-04-19 10:01:32.0
63668,5044,4230,79,2017-05-13 16:39:15.0
30703,10511,2375,79,2017-04-19 10:01:32.0
233438,6302,9688,79,2015-07-09 16:58:10.0
24082,10511,2375,79,2017-04-19 10:01:32.0
196592,5044,4230,79,2017-05-13 16:39:15.0
23438,6302,9688,79,2015-07-09 13:18:53.0
143273,10511,2375,79,2017-04-19 10:01:32.0
371939,1802,3406,79,2018-03-15 13:24:22.0
65374,1802,3406,79,2018-03-15 13:24:22.0
85661,6302,9688,79,2015-07-09 13:18:53.0
123788,1802,3406,79,2018-03-15 12:41:17.0
5717,7606,4653,79,2017-07-12 15:38:59.0
28847,7606,4653,79,2017-07-12 15:38:59.0
307236,6302,9688,79,2015-07-09 13:18:53.0
198619,10511,2375,79,2017-04-19 10:01:32.0
121174,10511,2375,79,2017-04-19 10:01:32.0
238523,267,4414,79,2018-02-08 12:57:45.0
192449,10511,2375,79,2017-04-19 10:01:32.0
140018,6302,9688,79,2015-06-12 15:04:03.0
188404,10511,2375,79,2018-02-23 15:23:51.0
376753,6302,9688,79,2015-06-12 15:04:03.0
124248,10511,2375,79,2017-04-19 10:01:32.0
326582,10511,2375,79,2018-02-23 15:23:51.0
112139,5106,2030,79,2017-03-18 18:32:32.0
12620,3024,979,79,2017-05-25 11:59:55.0
60940,4289,8215,79,2017-09-18 13:38:56.0
84065,4289,8215,79,2018-03-21 13:07:09.0
229927,5106,2030,79,2017-03-18 18:32:32.0
297737,10511,2375,79,2017-04-19 10:01:32.0
83665,267,4414,79,2018-02-08 12:57:45.0
270574,91,7398,79,2018-03-06 10:28:10.0
349901,10511,2375,79,2017-04-19 10:01:32.0
56948,1898,1182,79,2013-12-03 16:59:09.0
308709,5106,2030,79,2017-03-18 18:32:32.0
192770,655,8349,79,2016-03-10 18:30:33.0
342217,10511,2375,79,2017-04-19 10:01:32.0
72854,10511,2375,79,2017-04-19 10:01:32.0
54546,655,8240,79,2017-08-18 17:44:31.0
63396,655,532,79,2018-03-20 22:11:24.0
353743,2390,4551,79,2017-04-14 15:45:28.0
31552,91,7398,79,2018-03-06 10:28:10.0
79634,3180,2696,79,2016-12-08 09:48:21.0
87943,3180,2696,79,2017-12-15 09:41:01.0
60515,10511,2375,79,2017-04-19 10:01:32.0
250921,2313,4381,79,2016-08-19 14:36:58.0
17786,10165,3594,79,2018-04-09 17:30:12.0
371193,91,7398,79,2018-03-06 10:28:10.0
363840,2698,6161,79,2017-03-22 14:38:53.0
336435,10511,2375,79,2017-04-19 10:01:32.0
173066,114,5330,79,2017-09-07 19:11:49.0
28130,114,5330,79,2017-09-07 19:11:41.0
166520,114,5330,79,2017-09-07 19:11:44.0
41762,5762,8382,79,2018-01-10 18:09:39.0
280301,6983,1204,79,2017-04-27 17:45:36.0
202226,6983,1204,79,2017-04-27 17:45:36.0
53715,10012,10395,79,2016-11-25 17:28:41.0
67704,10012,10395,79,2016-11-25 17:28:41.0
314870,10511,2375,79,2017-04-24 11:47:34.0
318687,7063,4903,79,2017-06-22 14:13:54.0
147729,10511,2375,79,2017-04-24 11:47:34.0
88951,7063,4903,79,2017-06-22 14:13:54.0
283101,10511,2375,79,2017-04-19 10:01:32.0
217054,7063,5055,79,2015-05-09 18:02:32.0
204200,2698,7312,79,2018-01-22 15:22:25.0
170950,10511,2375,79,2017-04-19 10:01:32.0
123484,10511,2903,79,2015-08-31 00:20:30.0
208324,10511,2903,79,2015-08-31 01:05:45.0
344914,91,7398,79,2018-03-06 10:28:10.0
26518,10511,9667,79,2016-06-16 17:18:40.0
10977,10511,9433,79,2015-06-10 16:15:32.0
158731,10511,9433,79,2015-06-10 16:15:32.0
1369,10511,5848,79,2016-07-15 17:29:22.0
181767,7063,5055,79,2017-04-13 18:06:58.0
8889,3165,1220,79,2017-12-27 10:28:10.0
177868,10511,5848,79,2016-07-15 17:29:22.0
154746,10511,5848,79,2016-07-15 17:29:22.0
20515,114,5330,79,2017-09-07 19:11:39.0
129742,10511,5848,79,2016-07-15 17:29:22.0
97760,2698,7312,79,2018-01-22 15:22:25.0
13471,10511,5848,79,2016-07-15 17:29:22.0
50406,10511,5848,79,2016-07-15 17:29:22.0
150815,10511,5848,79,2016-07-15 17:29:22.0
89691,10165,665,79,2017-08-15 11:15:05.0
39298,10511,5848,79,2016-07-15 17:29:22.0
33005,7961,6825,79,2017-08-30 16:22:28.0
77989,6915,1228,79,2013-04-24 09:20:14.0
133086,114,5330,79,2017-09-07 19:11:53.0
318978,6915,1663,79,2013-05-23 09:20:30.0
52541,10511,5848,79,2016-07-15 17:29:22.0
179693,6915,1228,79,2011-01-11 17:40:43.0
141822,114,5330,79,2017-09-07 19:11:51.0
15826,114,5330,79,2017-08-29 19:07:13.0
350769,2564,6159,79,2016-01-12 13:03:00.0
52745,3165,1220,79,2017-05-15 14:21:26.0
167759,10511,7773,79,2016-11-09 21:05:24.0
274623,10511,7773,79,2016-11-09 21:02:15.0
362096,114,5330,79,2017-08-29 19:07:18.0
17509,10511,7773,79,2017-05-04 15:44:11.0
105505,744,936,79,2016-08-02 19:34:45.0
227431,114,5330,79,2017-08-29 19:07:16.0
36111,114,5330,79,2017-08-29 19:07:09.0
255566,4964,1822,79,2017-08-25 15:53:25.0
280186,10511,7773,79,2016-07-06 16:40:12.0
192153,10511,7773,79,2016-07-06 16:40:12.0
230709,8368,871,79,2017-07-06 18:26:29.0
291592,2564,6159,79,2016-01-12 13:03:00.0
159381,10511,7773,79,2016-07-06 16:40:12.0
62757,114,5330,79,2017-09-07 19:11:47.0
8151,10511,7773,79,2016-07-06 16:40:12.0
21558,10511,7773,79,2016-07-06 16:40:12.0
53068,10511,7773,79,2016-07-06 16:40:12.0
31905,10511,7773,79,2016-07-06 16:40:12.0
164323,1898,1182,79,2017-10-17 14:21:25.0
358578,2564,6159,79,2016-01-12 13:03:00.0
287188,7595,5223,79,2017-04-27 16:09:23.0
331758,10511,7773,79,2016-07-06 16:40:12.0
125239,4964,1822,79,2017-08-25 13:40:48.0
188566,10511,4489,79,2015-12-02 11:07:43.0
286011,6915,1228,79,2014-11-03 11:28:18.0
84217,10511,4489,79,2015-12-02 11:07:43.0
133468,2698,10252,79,2016-09-11 15:00:22.0
342782,2698,4903,79,2017-06-01 23:21:37.0
160780,10511,4489,79,2015-12-02 11:34:46.0
338201,10511,4489,79,2014-06-22 22:31:30.0
46169,10511,4489,79,2014-06-22 22:31:30.0
224335,10511,4489,79,2014-06-22 22:31:30.0
241749,2313,4381,79,2016-08-19 14:36:58.0
207994,10511,4489,79,2014-06-22 22:31:30.0
159602,4808,9457,79,2017-12-02 19:38:08.0
17385,10511,4489,79,2015-12-02 11:34:46.0
72421,10511,4489,79,2015-12-02 11:34:46.0
157753,10511,4489,79,2015-12-02 11:36:04.0
278239,2313,4381,79,2016-08-19 14:36:58.0
276282,4964,3638,79,2015-06-30 14:41:33.0
59386,10511,4489,79,2015-12-02 11:36:04.0
256559,10511,4489,79,2013-09-15 22:03:50.0
353828,6915,1663,79,2013-05-23 10:27:55.0
33939,10511,4489,79,2014-06-22 22:31:30.0
370356,10511,4489,79,2013-09-15 22:03:50.0
151983,4964,3638,79,2015-06-30 14:41:33.0
143026,4964,3638,79,2015-06-30 14:41:33.0
223242,10511,4489,79,2013-09-15 22:03:50.0
73126,10511,4489,79,2015-12-02 11:34:46.0
142081,10511,4489,79,2013-09-15 22:03:50.0
145056,10511,4489,79,2013-09-15 22:03:50.0
171410,10511,1978,79,2012-12-11 18:37:03.0
199441,10511,425,79,2018-02-05 17:20:37.0
16300,10511,425,79,2018-02-05 17:20:37.0
319338,4964,3638,79,2015-06-30 14:41:33.0
262713,4964,2399,79,2015-08-29 15:11:01.0
198899,4964,2399,79,2015-08-29 15:11:01.0
111023,4964,3912,79,2015-12-14 16:57:28.0
152179,10511,1685,79,2017-02-23 12:42:17.0
177018,4964,8782,79,2017-05-10 15:43:35.0
282853,4964,2399,79,2015-08-29 15:11:01.0
83590,4964,3912,79,2015-12-14 16:57:28.0
118327,10511,3318,79,2016-08-03 14:30:53.0
369919,10511,3318,79,2016-08-03 14:30:53.0
231651,4964,8782,79,2017-08-14 17:54:11.0
131153,10511,3318,79,2016-01-20 15:50:32.0
25994,7041,5812,79,2016-04-13 16:19:32.0
355614,10511,9665,79,2015-01-14 14:25:50.0
